"SG_UF";"CO_MUNICIPIO";"NO_MUNICIPIO";"REDE";"VL_NOTA_MEDIA_2019";"VL_PROJECAO_2019"
"MG";3154804;"Rio Acima";"Estadual";;6,4
"MG";3154804;"Rio Acima";"Municipal";6,510419;6
"MG";3154804;"Rio Acima";"Pública";6,510419;6,3
"MG";3154903;"Rio Casca";"Estadual";;7,3
"MG";3154903;"Rio Casca";"Municipal";6,078718;5,9
"MG";3154903;"Rio Casca";"Pública";6,078718;6,2
"MG";3155009;"Rio Doce";"Municipal";7,505702;6,1
"MG";3155009;"Rio Doce";"Pública";7,505702;6,1
"MG";3155108;"Rio do Prado";"Estadual";6,442326;5,8
"MG";3155108;"Rio do Prado";"Municipal";;4,9
"MG";3155108;"Rio do Prado";"Pública";6,442326;5,4
"MG";3155207;"Rio Espera";"Estadual";6,64906;6,5
"MG";3155207;"Rio Espera";"Pública";6,64906;6,3
"MG";3155306;"Rio Manso";"Municipal";7,071157;6,1
"MG";3155306;"Rio Manso";"Pública";7,071157;6,1
"MG";3155405;"Rio Novo";"Municipal";5,88463;6,1
"MG";3155405;"Rio Novo";"Pública";5,88463;6,1
"MG";3155504;"Rio Paranaíba";"Estadual";7,647142;7,2
"MG";3155504;"Rio Paranaíba";"Municipal";6,745694;6,4
"MG";3155504;"Rio Paranaíba";"Pública";7,1777;6,8
"MG";3155603;"Rio Pardo de Minas";"Estadual";6,985366;5,9
"MG";3155603;"Rio Pardo de Minas";"Municipal";6,357527;5,5
"MG";3155603;"Rio Pardo de Minas";"Pública";6,447483;5,7
"MG";3155702;"Rio Piracicaba";"Estadual";6,532246;6,5
"MG";3155702;"Rio Piracicaba";"Municipal";7,058282;6,3
"MG";3155702;"Rio Piracicaba";"Pública";6,837495;6,4
"MG";3155801;"Rio Pomba";"Estadual";5,285847;5,8
"MG";3155801;"Rio Pomba";"Municipal";6,723526;6,8
"MG";3155801;"Rio Pomba";"Pública";6,501814;6,5
"MG";3155900;"Rio Preto";"Municipal";6,757772;6,1
"MG";3155900;"Rio Preto";"Pública";6,757772;6,1
"MG";3156007;"Rio Vermelho";"Estadual";6,049192;5,9
"MG";3156007;"Rio Vermelho";"Pública";6,049192;5,5
"MG";3156106;"Ritápolis";"Municipal";6,698226;6,5
"MG";3156106;"Ritápolis";"Pública";6,698226;6,5
"MG";3156205;"Rochedo de Minas";"Municipal";7,285158;5,4
"MG";3156205;"Rochedo de Minas";"Pública";7,285158;5,4
"MG";3156304;"Rodeiro";"Estadual";7,02951;7,1
"MG";3156304;"Rodeiro";"Municipal";6,733103;6,2
"MG";3156304;"Rodeiro";"Pública";6,789028;6,5
"MG";3156403;"Romaria";"Municipal";6,157969;4,9
"MG";3156403;"Romaria";"Pública";6,157969;4,9
"MG";3156452;"Rosário da Limeira";"Municipal";6,684332;5,9
"MG";3156452;"Rosário da Limeira";"Pública";6,684332;5,9
"MG";3156502;"Rubelita";"Estadual";4,656592;5,8
"MG";3156502;"Rubelita";"Municipal";5,413314;5,3
"MG";3156502;"Rubelita";"Pública";5,074154;5,6
"MG";3156601;"Rubim";"Estadual";;5,8
"MG";3156601;"Rubim";"Municipal";5,45863;5,1
"MG";3156601;"Rubim";"Pública";5,45863;5,4
"MG";3156700;"Sabará";"Estadual";5,974618;6,2
"MG";3156700;"Sabará";"Municipal";6,303493;6,2
"MG";3156700;"Sabará";"Pública";6,270752;6,2
"MG";3156809;"Sabinópolis";"Estadual";6,453065;6,2
"MG";3156809;"Sabinópolis";"Municipal";5,407791;4,9
"MG";3156809;"Sabinópolis";"Pública";6,083339;5,7
"MG";3156908;"Sacramento";"Estadual";6,984185;6,5
"MG";3156908;"Sacramento";"Municipal";6,622131;6,3
"MG";3156908;"Sacramento";"Pública";6,840988;6,4
"MG";3157005;"Salinas";"Estadual";6,425134;6,1
"MG";3157005;"Salinas";"Municipal";6,281521;5,4
"MG";3157005;"Salinas";"Pública";6,389799;5,9
"MG";3157104;"Salto da Divisa";"Estadual";;5,8
"MG";3157104;"Salto da Divisa";"Municipal";5,639836;5,2
"MG";3157104;"Salto da Divisa";"Pública";5,639836;5,4
"MG";3157203;"Santa Bárbara";"Estadual";;5,5
"MG";3157203;"Santa Bárbara";"Municipal";7,008314;5,8
"MG";3157203;"Santa Bárbara";"Pública";7,008314;5,8
"MG";3157252;"Santa Bárbara do Leste";"Estadual";7,565288;6,8
"MG";3157252;"Santa Bárbara do Leste";"Municipal";5,433912;5,2
"MG";3157252;"Santa Bárbara do Leste";"Pública";7,025389;5,8
"MG";3157278;"Santa Bárbara do Monte Verde";"Municipal";5,84126;5,5
"MG";3157278;"Santa Bárbara do Monte Verde";"Pública";5,84126;5,5
"MG";3157302;"Santa Bárbara do Tugúrio";"Estadual";;6
"MG";3157302;"Santa Bárbara do Tugúrio";"Municipal";6,695656;5,1
"MG";3157302;"Santa Bárbara do Tugúrio";"Pública";6,695656;6,1
"MG";3157336;"Santa Cruz de Minas";"Estadual";;5,7
"MG";3157336;"Santa Cruz de Minas";"Municipal";6,519116;5,5
"MG";3157336;"Santa Cruz de Minas";"Pública";6,519116;5,7
"MG";3157377;"Santa Cruz de Salinas";"Estadual";;5,7
"MG";3157377;"Santa Cruz de Salinas";"Municipal";5,818045;6,4
"MG";3157377;"Santa Cruz de Salinas";"Pública";5,818045;5,6
"MG";3157401;"Santa Cruz do Escalvado";"Estadual";6,031188;6,2
"MG";3157401;"Santa Cruz do Escalvado";"Municipal";5,601649;5,6
"MG";3157401;"Santa Cruz do Escalvado";"Pública";5,879445;5,6
"MG";3157500;"Santa Efigênia de Minas";"Estadual";;5,9
"MG";3157500;"Santa Efigênia de Minas";"Municipal";5,907878;5
"MG";3157500;"Santa Efigênia de Minas";"Pública";5,907878;5,3
"MG";3157609;"Santa Fé de Minas";"Estadual";;5,1
"MG";3157609;"Santa Fé de Minas";"Municipal";5,038129;6,3
"MG";3157609;"Santa Fé de Minas";"Pública";5,038129;5
"MG";3157658;"Santa Helena de Minas";"Estadual";6,65662;5,2
"MG";3157658;"Santa Helena de Minas";"Municipal";5,995653;5,4
"MG";3157658;"Santa Helena de Minas";"Pública";6,254235;5,3
"MG";3157708;"Santa Juliana";"Municipal";7,311997;6,2
"MG";3157708;"Santa Juliana";"Pública";7,311997;6,2
"MG";3157807;"Santa Luzia";"Estadual";5,727995;5,8
"MG";3157807;"Santa Luzia";"Municipal";6,307429;6,2
"MG";3157807;"Santa Luzia";"Pública";6,171291;6,1
"MG";3157906;"Santa Margarida";"Estadual";5,723261;5,4
"MG";3157906;"Santa Margarida";"Municipal";7,39639;7,4
"MG";3157906;"Santa Margarida";"Pública";6,107806;5,3
"MG";3158003;"Santa Maria de Itabira";"Estadual";;5
"MG";3158003;"Santa Maria de Itabira";"Municipal";6,776944;6,4
"MG";3158003;"Santa Maria de Itabira";"Pública";6,776944;6
"MG";3158102;"Santa Maria do Salto";"Estadual";5,768232;6,3
"MG";3158102;"Santa Maria do Salto";"Municipal";5,667192;5,4
"MG";3158102;"Santa Maria do Salto";"Pública";5,716876;5,9
"MG";3158201;"Santa Maria do Suaçuí";"Estadual";6,92525;6,1
"MG";3158201;"Santa Maria do Suaçuí";"Municipal";5,600673;5,6
"MG";3158201;"Santa Maria do Suaçuí";"Pública";6,466421;5,9
"MG";3158300;"Santana da Vargem";"Estadual";7,436829;6,7
"MG";3158300;"Santana da Vargem";"Municipal";7,090264;5,7
"MG";3158300;"Santana da Vargem";"Pública";7,281881;6,6
"MG";3158409;"Santana de Cataguases";"Municipal";6,522232;6,1
"MG";3158409;"Santana de Cataguases";"Pública";6,522232;6,1
"MG";3158508;"Santana de Pirapama";"Estadual";6,84196;6,5
"MG";3158508;"Santana de Pirapama";"Municipal";5,717545;4,9
"MG";3158508;"Santana de Pirapama";"Pública";6,152856;5,7
"MG";3158607;"Santana do Deserto";"Municipal";5,997887;5,6
"MG";3158607;"Santana do Deserto";"Pública";5,997887;5,6
"MG";3158706;"Santana do Garambéu";"Municipal";5,292902;6,1
"MG";3158706;"Santana do Garambéu";"Pública";5,292902;6,1
"MG";3158805;"Santana do Jacaré";"Municipal";6,51948;6,3
"MG";3158805;"Santana do Jacaré";"Pública";6,51948;6,3
"MG";3158904;"Santana do Manhuaçu";"Estadual";6,282235;6,1
"MG";3158904;"Santana do Manhuaçu";"Municipal";5,59946;6,2
"MG";3158904;"Santana do Manhuaçu";"Pública";5,97735;6
"MG";3158953;"Santana do Paraíso";"Estadual";6,562474;5,5
"MG";3158953;"Santana do Paraíso";"Municipal";6,137287;5,4
"MG";3158953;"Santana do Paraíso";"Pública";6,252148;5,6
"MG";3159001;"Santana do Riacho";"Estadual";6,402192;6
"MG";3159001;"Santana do Riacho";"Municipal";6,370418;5,6
"MG";3159001;"Santana do Riacho";"Pública";6,387517;5,8
"MG";3159100;"Santana dos Montes";"Estadual";;6,8
"MG";3159100;"Santana dos Montes";"Municipal";6,646675;5,4
"MG";3159100;"Santana dos Montes";"Pública";6,646675;5,6
"MG";3159209;"Santa Rita de Caldas";"Estadual";6,757191;6,6
"MG";3159209;"Santa Rita de Caldas";"Municipal";6,828602;7,3
"MG";3159209;"Santa Rita de Caldas";"Pública";6,818706;7,2
"MG";3159308;"Santa Rita de Jacutinga";"Municipal";6,126925;5,7
"MG";3159308;"Santa Rita de Jacutinga";"Pública";6,126925;5,7
"MG";3159357;"Santa Rita de Minas";"Municipal";6,137129;6,2
"MG";3159357;"Santa Rita de Minas";"Pública";6,137129;6,2
"MG";3159407;"Santa Rita de Ibitipoca";"Estadual";;6
"MG";3159407;"Santa Rita de Ibitipoca";"Municipal";;
"MG";3159407;"Santa Rita de Ibitipoca";"Pública";;6
"MG";3159506;"Santa Rita do Itueto";"Estadual";6,641638;5,7
"MG";3159506;"Santa Rita do Itueto";"Municipal";6,792964;5,6
"MG";3159506;"Santa Rita do Itueto";"Pública";6,717296;5,7
"MG";3159605;"Santa Rita do Sapucaí";"Estadual";7,466396;7,1
"MG";3159605;"Santa Rita do Sapucaí";"Municipal";6,808083;6,2
"MG";3159605;"Santa Rita do Sapucaí";"Pública";7,129518;6,4
"MG";3159704;"Santa Rosa da Serra";"Estadual";;6,4
"MG";3159704;"Santa Rosa da Serra";"Municipal";6,923025;7
"MG";3159704;"Santa Rosa da Serra";"Pública";6,923025;6,8
"MG";3159803;"Santa Vitória";"Estadual";6,666085;7
"MG";3159803;"Santa Vitória";"Municipal";6,001533;5,5
"MG";3159803;"Santa Vitória";"Pública";6,295375;5,9
"MG";3159902;"Santo Antônio do Amparo";"Estadual";6,172334;6,4
"MG";3159902;"Santo Antônio do Amparo";"Municipal";6,592452;5,6
"MG";3159902;"Santo Antônio do Amparo";"Pública";6,528269;5,7
"MG";3160009;"Santo Antônio do Aventureiro";"Municipal";6,181802;6,4
"MG";3160009;"Santo Antônio do Aventureiro";"Pública";6,181802;6,4
"MG";3160108;"Santo Antônio do Grama";"Municipal";6,777561;5,9
"MG";3160108;"Santo Antônio do Grama";"Pública";6,777561;5,9
"MG";3160207;"Santo Antônio do Itambé";"Estadual";;6,2
"MG";3160207;"Santo Antônio do Itambé";"Municipal";5,195902;6,9
"MG";3160207;"Santo Antônio do Itambé";"Pública";5,195902;5,8
"MG";3160306;"Santo Antônio do Jacinto";"Estadual";;5,2
"MG";3160306;"Santo Antônio do Jacinto";"Municipal";5,386169;5
"MG";3160306;"Santo Antônio do Jacinto";"Pública";5,386169;5,5
"MG";3160405;"Santo Antônio do Monte";"Estadual";6,530579;6,6
"MG";3160405;"Santo Antônio do Monte";"Municipal";7,02111;6,6
"MG";3160405;"Santo Antônio do Monte";"Pública";6,86961;6,6
"MG";3160454;"Santo Antônio do Retiro";"Estadual";6,581149;5,5
"MG";3160454;"Santo Antônio do Retiro";"Municipal";;4,6
"MG";3160454;"Santo Antônio do Retiro";"Pública";5,469342;5
"MG";3160504;"Santo Antônio do Rio Abaixo";"Estadual";;6,3
"MG";3160504;"Santo Antônio do Rio Abaixo";"Municipal";6,735734;4,9
"MG";3160504;"Santo Antônio do Rio Abaixo";"Pública";6,735734;4,9
"MG";3160603;"Santo Hipólito";"Municipal";6,252024;5,7
"MG";3160603;"Santo Hipólito";"Pública";6,252024;5,7
"MG";3160702;"Santos Dumont";"Estadual";6,458039;6,4
"MG";3160702;"Santos Dumont";"Municipal";5,860525;6,2
"MG";3160702;"Santos Dumont";"Pública";6,302627;6,3
"MG";3160801;"São Bento Abade";"Municipal";5,955051;4,9
"MG";3160801;"São Bento Abade";"Pública";5,955051;4,9
"MG";3160900;"São Brás do Suaçuí";"Municipal";6,991939;7,2
"MG";3160900;"São Brás do Suaçuí";"Pública";6,991939;7,2
"MG";3160959;"São Domingos das Dores";"Municipal";7,269887;5,7
"MG";3160959;"São Domingos das Dores";"Pública";7,269887;5,7
"MG";3161007;"São Domingos do Prata";"Estadual";6,759349;6,5
"MG";3161007;"São Domingos do Prata";"Municipal";7,025883;6,7
"MG";3161007;"São Domingos do Prata";"Pública";6,936287;6,5
"MG";3161056;"São Félix de Minas";"Municipal";;5,9
"MG";3161056;"São Félix de Minas";"Pública";;5,9
"MG";3161106;"São Francisco";"Estadual";5,965332;5,3
"MG";3161106;"São Francisco";"Municipal";5,88597;5,6
"MG";3161106;"São Francisco";"Pública";5,922237;5,3
"MG";3161205;"São Francisco de Paula";"Municipal";6,904829;5,2
"MG";3161205;"São Francisco de Paula";"Pública";6,904829;5,2
"MG";3161304;"São Francisco de Sales";"Municipal";5,230642;5,2
"MG";3161304;"São Francisco de Sales";"Pública";5,230642;5,2
"MG";3161403;"São Francisco do Glória";"Municipal";6,169727;5,9
"MG";3161403;"São Francisco do Glória";"Pública";6,169727;5,9
"MG";3161502;"São Geraldo";"Estadual";5,822918;6,2
"MG";3161502;"São Geraldo";"Municipal";7,557447;6,8
"MG";3161502;"São Geraldo";"Pública";6,583431;6,2
"MG";3161601;"São Geraldo da Piedade";"Estadual";;4,8
"MG";3161601;"São Geraldo da Piedade";"Municipal";6,556309;6,5
"MG";3161601;"São Geraldo da Piedade";"Pública";6,556309;4,9
"MG";3161650;"São Geraldo do Baixio";"Municipal";5,929402;5,5
"MG";3161650;"São Geraldo do Baixio";"Pública";5,929402;5,5
"MG";3161700;"São Gonçalo do Abaeté";"Estadual";5,930203;5,9
"MG";3161700;"São Gonçalo do Abaeté";"Municipal";6,74975;6,8
"MG";3161700;"São Gonçalo do Abaeté";"Pública";6,476634;6,9
"MG";3161809;"São Gonçalo do Pará";"Estadual";;5,8
"MG";3161809;"São Gonçalo do Pará";"Municipal";6,729935;6,5
"MG";3161809;"São Gonçalo do Pará";"Pública";6,729935;6,5
"MG";3161908;"São Gonçalo do Rio Abaixo";"Estadual";;6,8
"MG";3161908;"São Gonçalo do Rio Abaixo";"Municipal";7,09614;7,5
"MG";3161908;"São Gonçalo do Rio Abaixo";"Pública";7,09614;6,5
"MG";3162005;"São Gonçalo do Sapucaí";"Estadual";5,717911;6
"MG";3162005;"São Gonçalo do Sapucaí";"Municipal";6,573656;5,5
"MG";3162005;"São Gonçalo do Sapucaí";"Pública";6,336421;5,5
"MG";3162104;"São Gotardo";"Estadual";6,152675;6,5
"MG";3162104;"São Gotardo";"Municipal";6,545139;6,8
"MG";3162104;"São Gotardo";"Pública";6,407841;6,7
"MG";3162203;"São João Batista do Glória";"Municipal";6,69457;7,3
"MG";3162203;"São João Batista do Glória";"Pública";6,69457;7,3
"MG";3162252;"São João da Lagoa";"Estadual";;5,9
"MG";3162252;"São João da Lagoa";"Municipal";6,515799;6,2
"MG";3162252;"São João da Lagoa";"Pública";6,515799;6,1
"MG";3162302;"São João da Mata";"Municipal";6,750638;6,5
"MG";3162302;"São João da Mata";"Pública";6,750638;6,5
"MG";3162401;"São João da Ponte";"Estadual";6,45402;4,3
"MG";3162401;"São João da Ponte";"Municipal";5,508865;4,8
"MG";3162401;"São João da Ponte";"Pública";6,171164;4,2
"MG";3162450;"São João das Missões";"Municipal";6,191986;5,6
"MG";3162450;"São João das Missões";"Pública";6,191986;5
"MG";3162500;"São João del Rei";"Estadual";6,92094;6,7
"MG";3162500;"São João del Rei";"Municipal";6,523342;7,2
"MG";3162500;"São João del Rei";"Pública";6,745178;6,7
"MG";3162559;"São João do Manhuaçu";"Estadual";6,681141;6,3
"MG";3162559;"São João do Manhuaçu";"Municipal";6,293532;5,4
"MG";3162559;"São João do Manhuaçu";"Pública";6,434509;5,9
"MG";3162575;"São João do Manteninha";"Municipal";6,963644;6,1
"MG";3162575;"São João do Manteninha";"Pública";6,963644;6,1
"MG";3162609;"São João do Oriente";"Estadual";6,76555;6,6
"MG";3162609;"São João do Oriente";"Municipal";6,390078;6
"MG";3162609;"São João do Oriente";"Pública";6,553926;6,3
"MG";3162658;"São João do Pacuí";"Estadual";;5
"MG";3162658;"São João do Pacuí";"Municipal";5,610644;4,4
"MG";3162658;"São João do Pacuí";"Pública";5,610644;4,6
"MG";3162708;"São João do Paraíso";"Estadual";7,00208;6,1
"MG";3162708;"São João do Paraíso";"Municipal";6,600695;5,1
"MG";3162708;"São João do Paraíso";"Pública";6,927703;5,6
"MG";3162807;"São João Evangelista";"Estadual";6,248582;6,3
"MG";3162807;"São João Evangelista";"Municipal";6,30088;5,5
"MG";3162807;"São João Evangelista";"Pública";6,294555;5,9
"MG";3162906;"São João Nepomuceno";"Estadual";5,00462;6,4
"MG";3162906;"São João Nepomuceno";"Municipal";6,716503;6,9
"MG";3162906;"São João Nepomuceno";"Pública";6,380344;6,7
"MG";3162922;"São Joaquim de Bicas";"Estadual";6,319971;6,3
"MG";3162922;"São Joaquim de Bicas";"Municipal";5,916143;6,1
"MG";3162922;"São Joaquim de Bicas";"Pública";6,032033;6,1
"MG";3162948;"São José da Barra";"Estadual";7,799773;7,3
"MG";3162948;"São José da Barra";"Municipal";8,21708;6,4
"MG";3162948;"São José da Barra";"Pública";8,093619;6,4
"MG";3162955;"São José da Lapa";"Municipal";6,372903;6,5
"MG";3162955;"São José da Lapa";"Pública";6,372903;6,5
"MG";3163003;"São José da Safira";"Estadual";;5,2
"MG";3163003;"São José da Safira";"Municipal";;5,6
"MG";3163003;"São José da Safira";"Pública";;5
"MG";3163102;"São José da Varginha";"Municipal";5,28318;6,8
"MG";3163102;"São José da Varginha";"Pública";5,28318;6,8
"MG";3163201;"São José do Alegre";"Municipal";7,378527;6,1
"MG";3163201;"São José do Alegre";"Pública";7,378527;6,1
"MG";3163300;"São José do Divino";"Estadual";6,858535;5,5
"MG";3163300;"São José do Divino";"Municipal";6,314575;5,6
"MG";3163300;"São José do Divino";"Pública";6,516422;5,3
"MG";3163409;"São José do Goiabal";"Estadual";6,300374;6
"MG";3163409;"São José do Goiabal";"Municipal";6,248444;6,5
"MG";3163409;"São José do Goiabal";"Pública";6,261534;6,2
"MG";3163508;"São José do Jacuri";"Estadual";6,196602;6,4
"MG";3163508;"São José do Jacuri";"Pública";6,196602;6
"MG";3163607;"São José do Mantimento";"Municipal";6,058679;5,1
"MG";3163607;"São José do Mantimento";"Pública";6,058679;5,1
"MG";3163706;"São Lourenço";"Estadual";6,943659;6,5
"MG";3163706;"São Lourenço";"Municipal";7,355269;5,9
"MG";3163706;"São Lourenço";"Pública";7,248849;6,1
"MG";3163805;"São Miguel do Anta";"Estadual";;6,7
"MG";3163805;"São Miguel do Anta";"Municipal";6,271403;5,7
"MG";3163805;"São Miguel do Anta";"Pública";6,271403;5,9
"MG";3163904;"São Pedro da União";"Municipal";7,786172;6,6
"MG";3163904;"São Pedro da União";"Pública";7,786172;6,6
"MG";3164001;"São Pedro dos Ferros";"Estadual";;5,7
"MG";3164001;"São Pedro dos Ferros";"Municipal";6,372594;6
"MG";3164001;"São Pedro dos Ferros";"Pública";6,372594;6
"MG";3164100;"São Pedro do Suaçuí";"Estadual";7,183464;5,9
"MG";3164100;"São Pedro do Suaçuí";"Municipal";6,507471;6,1
"MG";3164100;"São Pedro do Suaçuí";"Pública";6,688488;6,1
"MG";3164209;"São Romão";"Municipal";5,81835;4,9
"MG";3164209;"São Romão";"Pública";5,81835;4,9
"MG";3164308;"São Roque de Minas";"Municipal";6,763558;6,9
"MG";3164308;"São Roque de Minas";"Pública";6,763558;6,9
"MG";3164407;"São Sebastião da Bela Vista";"Municipal";5,871077;6,1
"MG";3164407;"São Sebastião da Bela Vista";"Pública";5,871077;6,1
"MG";3164431;"São Sebastião da Vargem Alegre";"Municipal";6,255205;6,5
"MG";3164431;"São Sebastião da Vargem Alegre";"Pública";6,255205;6,5
"MG";3164472;"São Sebastião do Anta";"Municipal";6,598899;5,5
"MG";3164472;"São Sebastião do Anta";"Pública";6,598899;5,5
"MG";3164506;"São Sebastião do Maranhão";"Estadual";5,877675;5,9
"MG";3164506;"São Sebastião do Maranhão";"Pública";5,877675;5,7
"MG";3164605;"São Sebastião do Oeste";"Municipal";6,625654;6,1
"MG";3164605;"São Sebastião do Oeste";"Pública";6,625654;6,1
"MG";3164704;"São Sebastião do Paraíso";"Estadual";6,951115;6,5
"MG";3164704;"São Sebastião do Paraíso";"Municipal";7,12433;6,6
"MG";3164704;"São Sebastião do Paraíso";"Pública";7,063779;6,5
"MG";3164803;"São Sebastião do Rio Preto";"Estadual";;4,9
"MG";3164803;"São Sebastião do Rio Preto";"Municipal";5,870067;6,9
"MG";3164803;"São Sebastião do Rio Preto";"Pública";5,870067;5,2
"MG";3164902;"São Sebastião do Rio Verde";"Municipal";7,316151;6,9
"MG";3164902;"São Sebastião do Rio Verde";"Pública";7,316151;6,9
"MG";3165008;"São Tiago";"Estadual";6,786704;6,4
"MG";3165008;"São Tiago";"Municipal";7,171768;6,2
"MG";3165008;"São Tiago";"Pública";6,972682;6,3
"MG";3165107;"São Tomás de Aquino";"Municipal";6,497791;6,7
"MG";3165107;"São Tomás de Aquino";"Pública";6,497791;6,7
"MG";3165206;"São Thomé das Letras";"Estadual";;5,9
"MG";3165206;"São Thomé das Letras";"Municipal";6,443013;
"MG";3165206;"São Thomé das Letras";"Pública";6,443013;5,6
"MG";3165305;"São Vicente de Minas";"Municipal";6,837641;6,7
"MG";3165305;"São Vicente de Minas";"Pública";6,837641;6,7
"MG";3165404;"Sapucaí-Mirim";"Municipal";6,76399;6,4
"MG";3165404;"Sapucaí-Mirim";"Pública";6,76399;6,4
"MG";3165503;"Sardoá";"Estadual";;5,3
"MG";3165503;"Sardoá";"Municipal";6,45202;6,1
"MG";3165503;"Sardoá";"Pública";6,45202;5,3
"MG";3165537;"Sarzedo";"Municipal";6,718029;6,3
"MG";3165537;"Sarzedo";"Pública";6,718029;6,3
"MG";3165552;"Setubinha";"Estadual";5,891348;5,5
"MG";3165552;"Setubinha";"Pública";5,891348;5,4
"MG";3165560;"Sem-Peixe";"Municipal";6,694778;5,8
"MG";3165560;"Sem-Peixe";"Pública";6,694778;5,8
"MG";3165578;"Senador Amaral";"Estadual";6,439756;6,4
"MG";3165578;"Senador Amaral";"Municipal";6,481498;5,7
"MG";3165578;"Senador Amaral";"Pública";6,454994;6
"MG";3165602;"Senador Cortes";"Municipal";6,479716;5,2
"MG";3165602;"Senador Cortes";"Pública";6,479716;5,2
"MG";3165701;"Senador Firmino";"Municipal";7,603317;6,9
"MG";3165701;"Senador Firmino";"Pública";7,603317;6,9
"MG";3165800;"Senador José Bento";"Municipal";7,368142;6
"MG";3165800;"Senador José Bento";"Pública";7,368142;6
"MG";3165909;"Senador Modestino Gonçalves";"Estadual";;6,5
"MG";3165909;"Senador Modestino Gonçalves";"Municipal";6,216761;6,4
"MG";3165909;"Senador Modestino Gonçalves";"Pública";6,216761;6,1
"MG";3166006;"Senhora de Oliveira";"Estadual";;6,8
"MG";3166006;"Senhora de Oliveira";"Municipal";6,596264;6,6
"MG";3166006;"Senhora de Oliveira";"Pública";6,596264;6,8
"MG";3166105;"Senhora do Porto";"Municipal";5,108871;5,2
"MG";3166105;"Senhora do Porto";"Pública";5,108871;5,2
"MG";3166204;"Senhora dos Remédios";"Estadual";6,732017;6,3
"MG";3166204;"Senhora dos Remédios";"Municipal";;6,4
"MG";3166204;"Senhora dos Remédios";"Pública";6,732017;6,1
"MG";3166303;"Sericita";"Municipal";6,607189;5,6
"MG";3166303;"Sericita";"Pública";6,607189;5,6
"MG";3166402;"Seritinga";"Municipal";6,617656;6,6
"MG";3166402;"Seritinga";"Pública";6,617656;6,6
"MG";3166501;"Serra Azul de Minas";"Estadual";5,144421;5,7
"MG";3166501;"Serra Azul de Minas";"Municipal";;5
"MG";3166501;"Serra Azul de Minas";"Pública";5,144421;5,1
"MG";3166600;"Serra da Saudade";"Municipal";;6,1
"MG";3166600;"Serra da Saudade";"Pública";;6,1
"MG";3166709;"Serra dos Aimorés";"Estadual";5,243865;5,8
"MG";3166709;"Serra dos Aimorés";"Municipal";5,690434;5,4
"MG";3166709;"Serra dos Aimorés";"Pública";5,483464;5,5
"MG";3166808;"Serra do Salitre";"Estadual";5,854425;6,4
"MG";3166808;"Serra do Salitre";"Municipal";6,650339;6,4
"MG";3166808;"Serra do Salitre";"Pública";6,513745;6,3
"MG";3166907;"Serrania";"Municipal";6,618669;5,9
"MG";3166907;"Serrania";"Pública";6,618669;5,9
"MG";3166956;"Serranópolis de Minas";"Estadual";;6,1
"MG";3166956;"Serranópolis de Minas";"Municipal";6,123198;
"MG";3166956;"Serranópolis de Minas";"Pública";6,123198;6,1
"MG";3167004;"Serranos";"Estadual";;6
"MG";3167004;"Serranos";"Municipal";6,51336;6,5
"MG";3167004;"Serranos";"Pública";6,51336;5,6
"MG";3167103;"Serro";"Estadual";6,078748;6,2
"MG";3167103;"Serro";"Pública";6,078748;5,9
"MG";3167202;"Sete Lagoas";"Estadual";6,719895;6,6
"MG";3167202;"Sete Lagoas";"Municipal";5,89844;6,2
"MG";3167202;"Sete Lagoas";"Pública";6,411522;6,4
"MG";3167301;"Silveirânia";"Municipal";6,537448;6,9
"MG";3167301;"Silveirânia";"Pública";6,537448;6,9
"MG";3167400;"Silvianópolis";"Municipal";6,866686;5,7
"MG";3167400;"Silvianópolis";"Pública";6,866686;5,7
"MG";3167509;"Simão Pereira";"Municipal";5,397024;6,1
"MG";3167509;"Simão Pereira";"Pública";5,397024;6,1
"MG";3167608;"Simonésia";"Estadual";5,908092;5,8
"MG";3167608;"Simonésia";"Municipal";5,945981;4,9
"MG";3167608;"Simonésia";"Pública";5,919279;5,6
"MG";3167707;"Sobrália";"Estadual";;5,5
"MG";3167707;"Sobrália";"Municipal";;5,9
"MG";3167707;"Sobrália";"Pública";;5,6
"MG";3167806;"Soledade de Minas";"Municipal";7,342905;6,5
"MG";3167806;"Soledade de Minas";"Pública";7,342905;6,5
"MG";3167905;"Tabuleiro";"Municipal";6,353652;6,6
"MG";3167905;"Tabuleiro";"Pública";6,353652;6,6
"MG";3168002;"Taiobeiras";"Estadual";6,970573;6,8
"MG";3168002;"Taiobeiras";"Municipal";6,71603;6,3
"MG";3168002;"Taiobeiras";"Pública";6,842643;6,6
"MG";3168051;"Taparuba";"Municipal";6,17664;5,8
"MG";3168051;"Taparuba";"Pública";6,17664;5,8
"MG";3168101;"Tapira";"Municipal";7,091125;6,1
"MG";3168101;"Tapira";"Pública";7,091125;6,1
"MG";3168200;"Tapiraí";"Municipal";6,257295;5,8
"MG";3168200;"Tapiraí";"Pública";6,257295;5,8
"MG";3168309;"Taquaraçu de Minas";"Municipal";5,858569;6,4
"MG";3168309;"Taquaraçu de Minas";"Pública";5,858569;6,4
"MG";3168408;"Tarumirim";"Estadual";6,765248;5,9
"MG";3168408;"Tarumirim";"Municipal";6,037797;4,8
"MG";3168408;"Tarumirim";"Pública";6,559938;5,8
"MG";3168507;"Teixeiras";"Estadual";5,832781;5,6
"MG";3168507;"Teixeiras";"Municipal";6,662287;6,1
