"SG_UF";"CO_MUNICIPIO";"NO_MUNICIPIO";"REDE";"VL_OBSERVADO_2019";"VL_PROJECAO_2019"
"RN";2402600;"Ceará-Mirim";"Municipal";"3,2";"4,3"
"RN";2402600;"Ceará-Mirim";"Pública";"3,4";"4,2"
"RN";2402709;"Cerro Corá";"Estadual";"4,3";"4,3"
"RN";2402709;"Cerro Corá";"Municipal";"2,9";"4,3"
"RN";2402709;"Cerro Corá";"Pública";"3,3";"4,3"
"RN";2402808;"Coronel Ezequiel";"Estadual";;"4,6"
"RN";2402808;"Coronel Ezequiel";"Municipal";"2,7";"4,5"
"RN";2402808;"Coronel Ezequiel";"Pública";"3,1";"4,5"
"RN";2402907;"Coronel João Pessoa";"Municipal";"3,7";"4,3"
"RN";2402907;"Coronel João Pessoa";"Pública";"3,7";"4,3"
"RN";2403004;"Cruzeta";"Estadual";;"5,7"
"RN";2403004;"Cruzeta";"Municipal";"5";"4,5"
"RN";2403004;"Cruzeta";"Pública";"4,9";"5,1"
"RN";2403103;"Currais Novos";"Estadual";"3,9";"4,9"
"RN";2403103;"Currais Novos";"Municipal";"4,4";"5"
"RN";2403103;"Currais Novos";"Pública";"4,3";"4,9"
"RN";2403202;"Doutor Severiano";"Estadual";;"4,9"
"RN";2403202;"Doutor Severiano";"Municipal";"4,5";"4,8"
"RN";2403202;"Doutor Severiano";"Pública";"4,5";"4,9"
"RN";2403251;"Parnamirim";"Estadual";"3,5";"4,6"
"RN";2403251;"Parnamirim";"Municipal";"3,9";"4,7"
"RN";2403251;"Parnamirim";"Pública";"3,8";"4,7"
"RN";2403301;"Encanto";"Estadual";"5";"4,6"
"RN";2403301;"Encanto";"Municipal";"4,8";"4,8"
"RN";2403301;"Encanto";"Pública";"4,9";"4,7"
"RN";2403400;"Equador";"Estadual";"3,8";"4,8"
"RN";2403400;"Equador";"Municipal";"3,9";"4,7"
"RN";2403400;"Equador";"Pública";"3,8";"4,7"
"RN";2403509;"Espírito Santo";"Estadual";"4";"4,3"
"RN";2403509;"Espírito Santo";"Municipal";;"3,9"
"RN";2403509;"Espírito Santo";"Pública";"3,4";"4,2"
"RN";2403608;"Extremoz";"Estadual";"3,7";"4,4"
"RN";2403608;"Extremoz";"Municipal";"4,1";"3,9"
"RN";2403608;"Extremoz";"Pública";"4";"4,4"
"RN";2403707;"Felipe Guerra";"Estadual";"5";"5,4"
"RN";2403707;"Felipe Guerra";"Municipal";"3,6";"4"
"RN";2403707;"Felipe Guerra";"Pública";"4";"4"
"RN";2403756;"Fernando Pedroza";"Estadual";;"3,9"
"RN";2403756;"Fernando Pedroza";"Municipal";"3,4";"3,9"
"RN";2403756;"Fernando Pedroza";"Pública";"3,4";"3,9"
"RN";2403806;"Florânia";"Estadual";"4,5";"4,5"
"RN";2403806;"Florânia";"Municipal";"5";"3,7"
"RN";2403806;"Florânia";"Pública";"4,6";"4,6"
"RN";2403905;"Francisco Dantas";"Estadual";"4,6";
"RN";2403905;"Francisco Dantas";"Municipal";"4,3";"4,2"
"RN";2403905;"Francisco Dantas";"Pública";"4,3";"4,6"
"RN";2404002;"Frutuoso Gomes";"Estadual";"4,9";"4,8"
"RN";2404002;"Frutuoso Gomes";"Municipal";"3,8";"4,2"
"RN";2404002;"Frutuoso Gomes";"Pública";"4,6";"4,8"
"RN";2404101;"Galinhos";"Municipal";"3,1";"4,3"
"RN";2404101;"Galinhos";"Pública";"3,1";"4,3"
"RN";2404200;"Goianinha";"Estadual";"3,9";"4,6"
"RN";2404200;"Goianinha";"Municipal";"3,6";"4,3"
"RN";2404200;"Goianinha";"Pública";"3,7";"4,4"
"RN";2404309;"Governador Dix-Sept Rosado";"Estadual";;"4,2"
"RN";2404309;"Governador Dix-Sept Rosado";"Municipal";"3,4";"4,7"
"RN";2404309;"Governador Dix-Sept Rosado";"Pública";"3,7";"4,7"
"RN";2404408;"Grossos";"Estadual";"3,4";"4,3"
"RN";2404408;"Grossos";"Municipal";"4";"4,7"
"RN";2404408;"Grossos";"Pública";"3,7";"4,5"
"RN";2404507;"Guamaré";"Estadual";;"3,8"
"RN";2404507;"Guamaré";"Municipal";"3,7";"4,3"
"RN";2404507;"Guamaré";"Pública";"3,7";"4,3"
"RN";2404606;"Ielmo Marinho";"Municipal";"3,8";"4,3"
"RN";2404606;"Ielmo Marinho";"Pública";"3,8";"4,3"
"RN";2404705;"Ipanguaçu";"Estadual";"2,4";"4"
"RN";2404705;"Ipanguaçu";"Municipal";;"3,9"
"RN";2404705;"Ipanguaçu";"Pública";"3,1";"4"
"RN";2404804;"Ipueira";"Municipal";"5,5";"4,8"
"RN";2404804;"Ipueira";"Pública";"5,5";"4,9"
"RN";2404853;"Itajá";"Estadual";"3,2";"3,7"
"RN";2404853;"Itajá";"Municipal";;"4,1"
"RN";2404853;"Itajá";"Pública";"3,3";"3,9"
"RN";2404903;"Itaú";"Estadual";;"5,1"
"RN";2404903;"Itaú";"Municipal";"3,1";"4,3"
"RN";2404903;"Itaú";"Pública";"3,1";"4,6"
"RN";2405009;"Jaçanã";"Estadual";;"4,8"
"RN";2405009;"Jaçanã";"Municipal";;"4,5"
"RN";2405009;"Jaçanã";"Pública";;"4,5"
"RN";2405108;"Jandaíra";"Estadual";;"3,9"
"RN";2405108;"Jandaíra";"Municipal";"4,3";"4,4"
"RN";2405108;"Jandaíra";"Pública";"4,1";"4,4"
"RN";2405207;"Janduís";"Estadual";;"3,4"
"RN";2405207;"Janduís";"Municipal";"4,1";"4,5"
"RN";2405207;"Janduís";"Pública";"4,2";"4,5"
"RN";2405306;"Januário Cicco";"Municipal";"4,6";"4,5"
"RN";2405306;"Januário Cicco";"Pública";"4,6";"4,4"
"RN";2405405;"Japi";"Estadual";;"4,1"
"RN";2405405;"Japi";"Municipal";"3";"3,6"
"RN";2405405;"Japi";"Pública";"2,8";"4,1"
"RN";2405504;"Jardim de Angicos";"Municipal";"3";"4,3"
"RN";2405504;"Jardim de Angicos";"Pública";"3";"4,3"
"RN";2405603;"Jardim de Piranhas";"Municipal";"3,3";"4,5"
"RN";2405603;"Jardim de Piranhas";"Pública";"3,3";"4,5"
"RN";2405702;"Jardim do Seridó";"Estadual";"5,3";"5,1"
"RN";2405702;"Jardim do Seridó";"Municipal";"4,1";"4,6"
"RN";2405702;"Jardim do Seridó";"Pública";"4,5";"4,8"
"RN";2405801;"João Câmara";"Estadual";"3";"4,3"
"RN";2405801;"João Câmara";"Municipal";"3";"4"
"RN";2405801;"João Câmara";"Pública";"3,1";"4,1"
"RN";2405900;"João Dias";"Estadual";;"3,8"
"RN";2405900;"João Dias";"Municipal";"3";"2,9"
"RN";2405900;"João Dias";"Pública";"3";"3,1"
"RN";2406007;"José da Penha";"Estadual";"4,8";"4"
"RN";2406007;"José da Penha";"Municipal";;"4,9"
"RN";2406007;"José da Penha";"Pública";"4";"5"
"RN";2406106;"Jucurutu";"Estadual";;"4,6"
"RN";2406106;"Jucurutu";"Municipal";"4,4";"4,6"
"RN";2406106;"Jucurutu";"Pública";"4,2";"4,6"
"RN";2406155;"Jundiá";"Estadual";;"3,9"
"RN";2406155;"Jundiá";"Municipal";"3,8";"5,1"
"RN";2406155;"Jundiá";"Pública";"3,8";"3,9"
"RN";2406205;"Lagoa d'Anta";"Estadual";;"3,8"
"RN";2406205;"Lagoa d'Anta";"Municipal";;"3,7"
"RN";2406205;"Lagoa d'Anta";"Pública";"3,4";"3,8"
"RN";2406304;"Lagoa de Pedras";"Estadual";"5";"3,8"
"RN";2406304;"Lagoa de Pedras";"Municipal";"3,1";"5"
"RN";2406304;"Lagoa de Pedras";"Pública";"3,6";"3,9"
"RN";2406403;"Lagoa de Velhos";"Estadual";"3,6";"4,5"
"RN";2406403;"Lagoa de Velhos";"Municipal";"2";"3,8"
"RN";2406403;"Lagoa de Velhos";"Pública";"2,6";"4,3"
"RN";2406502;"Lagoa Nova";"Estadual";"4";"5,2"
"RN";2406502;"Lagoa Nova";"Municipal";"3,8";"4,2"
"RN";2406502;"Lagoa Nova";"Pública";"3,9";"4,3"
"RN";2406601;"Lagoa Salgada";"Estadual";"2,7";"4,7"
"RN";2406601;"Lagoa Salgada";"Municipal";"3,6";"4,2"
"RN";2406601;"Lagoa Salgada";"Pública";"3,4";"4,4"
"RN";2406700;"Lajes";"Estadual";;"4,4"
"RN";2406700;"Lajes";"Municipal";"4,9";"5,3"
"RN";2406700;"Lajes";"Pública";"4,6";"5"
"RN";2406809;"Lajes Pintadas";"Estadual";"5,1";"4,3"
"RN";2406809;"Lajes Pintadas";"Municipal";"2,3";"4,5"
"RN";2406809;"Lajes Pintadas";"Pública";"3,2";"4,5"
"RN";2406908;"Lucrécia";"Estadual";"4,1";"4,1"
"RN";2406908;"Lucrécia";"Municipal";"4,5";
"RN";2406908;"Lucrécia";"Pública";"4,4";"4,1"
"RN";2407005;"Luís Gomes";"Estadual";"3,1";"4,8"
"RN";2407005;"Luís Gomes";"Municipal";"3,8";"4,8"
"RN";2407005;"Luís Gomes";"Pública";"3,6";"4,8"
"RN";2407104;"Macaíba";"Estadual";"2,9";"4,3"
"RN";2407104;"Macaíba";"Municipal";"3,2";"4,4"
"RN";2407104;"Macaíba";"Pública";"3,1";"4,3"
"RN";2407203;"Macau";"Estadual";"4,3";"4,4"
"RN";2407203;"Macau";"Municipal";"3,4";"4,8"
"RN";2407203;"Macau";"Pública";"3,8";"4,6"
"RN";2407252;"Major Sales";"Estadual";"4,5";"4,6"
"RN";2407252;"Major Sales";"Municipal";"3,7";"4,2"
"RN";2407252;"Major Sales";"Pública";"3,7";"4,6"
"RN";2407302;"Marcelino Vieira";"Estadual";"4";"4,4"
"RN";2407302;"Marcelino Vieira";"Municipal";"4";"4,4"
"RN";2407302;"Marcelino Vieira";"Pública";"4";"4,4"
"RN";2407401;"Martins";"Estadual";"5";"4,7"
"RN";2407401;"Martins";"Municipal";;"4,6"
"RN";2407401;"Martins";"Pública";"4,2";"4,6"
"RN";2407500;"Maxaranguape";"Municipal";"3,7";"4,2"
"RN";2407500;"Maxaranguape";"Pública";"3,7";"4,2"
"RN";2407609;"Messias Targino";"Estadual";;"4,6"
"RN";2407609;"Messias Targino";"Municipal";"2,8";"4,5"
"RN";2407609;"Messias Targino";"Pública";"3,5";"4,5"
"RN";2407708;"Montanhas";"Estadual";"3,7";"4,4"
"RN";2407708;"Montanhas";"Municipal";"4";"3,4"
"RN";2407708;"Montanhas";"Pública";"3,9";"4,4"
"RN";2407807;"Monte Alegre";"Estadual";;"4,1"
"RN";2407807;"Monte Alegre";"Municipal";"3,6";"4"
"RN";2407807;"Monte Alegre";"Pública";"3,6";"4"
"RN";2407906;"Monte das Gameleiras";"Estadual";;"3,8"
"RN";2407906;"Monte das Gameleiras";"Municipal";"3,1";"3,6"
"RN";2407906;"Monte das Gameleiras";"Pública";"3,1";"3,8"
"RN";2408003;"Mossoró";"Estadual";"3,5";"4,6"
"RN";2408003;"Mossoró";"Municipal";"4,7";"4,9"
"RN";2408003;"Mossoró";"Pública";"3,9";"4,7"
"RN";2408102;"Natal";"Estadual";"3,4";"4,5"
"RN";2408102;"Natal";"Municipal";"3,5";"4,8"
"RN";2408102;"Natal";"Pública";"3,4";"4,6"
"RN";2408201;"Nísia Floresta";"Estadual";;"4,3"
"RN";2408201;"Nísia Floresta";"Municipal";"3,1";"4,4"
"RN";2408201;"Nísia Floresta";"Pública";"3,2";"4,4"
"RN";2408300;"Nova Cruz";"Estadual";"2,8";"4,2"
"RN";2408300;"Nova Cruz";"Municipal";"3,6";"4,1"
"RN";2408300;"Nova Cruz";"Pública";"3,3";"4,1"
"RN";2408409;"Olho d'Água do Borges";"Estadual";;"3,8"
"RN";2408409;"Olho d'Água do Borges";"Municipal";"3,9";"4,2"
"RN";2408409;"Olho d'Água do Borges";"Pública";"3,6";"4,1"
"RN";2408508;"Ouro Branco";"Estadual";"5,5";"4,9"
"RN";2408508;"Ouro Branco";"Municipal";;"5,1"
"RN";2408508;"Ouro Branco";"Pública";"5,3";"5"
"RN";2408607;"Paraná";"Estadual";"4,6";"4,5"
"RN";2408607;"Paraná";"Municipal";;
"RN";2408607;"Paraná";"Pública";"4,3";"4,4"
"RN";2408706;"Paraú";"Estadual";;"4,2"
"RN";2408706;"Paraú";"Municipal";"2,5";"4,6"
"RN";2408706;"Paraú";"Pública";"2,3";"4,6"
"RN";2408805;"Parazinho";"Estadual";;"4,8"
"RN";2408805;"Parazinho";"Municipal";"3,4";"3,5"
"RN";2408805;"Parazinho";"Pública";"3,5";"4,2"
"RN";2408904;"Parelhas";"Estadual";"4,2";"4,7"
"RN";2408904;"Parelhas";"Municipal";"3,6";"4,2"
"RN";2408904;"Parelhas";"Pública";"4";"4,6"
"RN";2408953;"Rio do Fogo";"Estadual";;"3,9"
"RN";2408953;"Rio do Fogo";"Municipal";"3,4";"3,9"
"RN";2408953;"Rio do Fogo";"Pública";"3,4";"3,9"
"RN";2409100;"Passa e Fica";"Estadual";"3,5";"4,4"
"RN";2409100;"Passa e Fica";"Municipal";"4,4";"3,9"
"RN";2409100;"Passa e Fica";"Pública";"4,1";"4,3"
"RN";2409209;"Passagem";"Estadual";"3,2";"4,9"
"RN";2409209;"Passagem";"Municipal";"3,4";"4,3"
"RN";2409209;"Passagem";"Pública";"3,2";"4,6"
"RN";2409308;"Patu";"Estadual";"3,8";"4,5"
"RN";2409308;"Patu";"Municipal";"4,2";"4,4"
"RN";2409308;"Patu";"Pública";"4,1";"4,4"
"RN";2409332;"Santa Maria";"Estadual";"3,8";"3,3"
"RN";2409332;"Santa Maria";"Municipal";;"4,7"
"RN";2409332;"Santa Maria";"Pública";;"4,7"
"RN";2409407;"Pau dos Ferros";"Estadual";"4,1";"4,6"
"RN";2409407;"Pau dos Ferros";"Municipal";;"4,5"
"RN";2409407;"Pau dos Ferros";"Pública";"4,1";"4,6"
"RN";2409506;"Pedra Grande";"Municipal";"3,6";"4,2"
"RN";2409506;"Pedra Grande";"Pública";"3,6";"4,2"
"RN";2409605;"Pedra Preta";"Municipal";"3";"3,9"
"RN";2409605;"Pedra Preta";"Pública";"3";"3,9"
"RN";2409704;"Pedro Avelino";"Estadual";;"4,4"
"RN";2409704;"Pedro Avelino";"Municipal";;"3,3"
"RN";2409704;"Pedro Avelino";"Pública";"2,6";"4,2"
"RN";2409803;"Pedro Velho";"Estadual";"3,7";"4,2"
"RN";2409803;"Pedro Velho";"Municipal";"3,6";"4,2"
"RN";2409803;"Pedro Velho";"Pública";"3,6";"4,2"
"RN";2409902;"Pendências";"Estadual";"4,1";"4,3"
"RN";2409902;"Pendências";"Municipal";"3";"4,2"
"RN";2409902;"Pendências";"Pública";"3,4";"4,2"
"RN";2410009;"Pilões";"Estadual";"3,8";"4,1"
"RN";2410009;"Pilões";"Municipal";"5";"4,5"
"RN";2410009;"Pilões";"Pública";"4,4";"4,7"
"RN";2410108;"Poço Branco";"Estadual";;"4,2"
"RN";2410108;"Poço Branco";"Municipal";"3";"4,3"
"RN";2410108;"Poço Branco";"Pública";"2,9";"4,2"
"RN";2410207;"Portalegre";"Estadual";"4,8";"5"
"RN";2410207;"Portalegre";"Municipal";"4,2";"4,6"
"RN";2410207;"Portalegre";"Pública";"4,3";"4,7"
"RN";2410256;"Porto do Mangue";"Municipal";"3,3";"4,5"
"RN";2410256;"Porto do Mangue";"Pública";"3,3";"4,5"
"RN";2410306;"Serra Caiada";"Estadual";"3,8";"4,8"
"RN";2410306;"Serra Caiada";"Municipal";"3,2";"4,6"
"RN";2410306;"Serra Caiada";"Pública";"3,3";"4,5"
"RN";2410405;"Pureza";"Estadual";"3,6";"4,3"
"RN";2410405;"Pureza";"Municipal";"2,9";"4,1"
"RN";2410405;"Pureza";"Pública";"3,2";"4,2"
"RN";2410504;"Rafael Fernandes";"Estadual";"3,4";"5,1"
"RN";2410504;"Rafael Fernandes";"Municipal";"4,5";"4,1"
"RN";2410504;"Rafael Fernandes";"Pública";"4";"5,1"
"RN";2410603;"Rafael Godeiro";"Estadual";"3,3";"4,4"
"RN";2410603;"Rafael Godeiro";"Municipal";"5,2";"5,3"
"RN";2410603;"Rafael Godeiro";"Pública";"4,4";"4,5"
"RN";2410702;"Riacho da Cruz";"Estadual";;"4,7"
"RN";2410702;"Riacho da Cruz";"Municipal";"4,4";"3,8"
"RN";2410702;"Riacho da Cruz";"Pública";"4,4";"4,7"
"RN";2410801;"Riacho de Santana";"Estadual";"3,9";"6"
"RN";2410801;"Riacho de Santana";"Municipal";;
"RN";2410801;"Riacho de Santana";"Pública";"3,7";"5,6"
"RN";2410900;"Riachuelo";"Estadual";;"4,4"
"RN";2410900;"Riachuelo";"Municipal";"3,7";"4,2"
"RN";2410900;"Riachuelo";"Pública";"3,2";"4,2"
"RN";2411007;"Rodolfo Fernandes";"Estadual";;"4,1"
"RN";2411007;"Rodolfo Fernandes";"Municipal";;"4"
"RN";2411007;"Rodolfo Fernandes";"Pública";;"4"
"RN";2411056;"Tibau";"Estadual";"3,6";"4,2"
"RN";2411056;"Tibau";"Municipal";"3,6";"4"
"RN";2411056;"Tibau";"Pública";"3,6";"4,1"
"RN";2411106;"Ruy Barbosa";"Municipal";"4,8";"4,1"
"RN";2411106;"Ruy Barbosa";"Pública";"4,8";"4,1"
"RN";2411205;"Santa Cruz";"Estadual";"3,6";"4,2"
"RN";2411205;"Santa Cruz";"Municipal";;"4,1"
"RN";2411205;"Santa Cruz";"Pública";"3,4";"4,2"
"RN";2411403;"Santana do Matos";"Estadual";"4,5";"4,7"
"RN";2411403;"Santana do Matos";"Municipal";"3,1";"4,7"
"RN";2411403;"Santana do Matos";"Pública";"3,5";"4,8"
"RN";2411429;"Santana do Seridó";"Estadual";"4,7";"4,9"
"RN";2411429;"Santana do Seridó";"Pública";"4,7";"4,9"
"RN";2411502;"Santo Antônio";"Estadual";"4,4";"4"
"RN";2411502;"Santo Antônio";"Municipal";;"4,8"
"RN";2411502;"Santo Antônio";"Pública";"3,6";"4"
"RN";2411601;"São Bento do Norte";"Estadual";"4,2";"5,3"
"RN";2411601;"São Bento do Norte";"Municipal";"3,8";"4,3"
"RN";2411601;"São Bento do Norte";"Pública";"3,9";"4,3"
"RN";2411700;"São Bento do Trairí";"Estadual";"3,5";"4"
"RN";2411700;"São Bento do Trairí";"Municipal";;"4"
"RN";2411700;"São Bento do Trairí";"Pública";"3,4";"4"
"RN";2411809;"São Fernando";"Municipal";"5";"4,7"
"RN";2411809;"São Fernando";"Pública";"5";"4,7"
"RN";2411908;"São Francisco do Oeste";"Estadual";"5,3";"4,6"
"RN";2411908;"São Francisco do Oeste";"Municipal";"4,1";"4,5"
"RN";2411908;"São Francisco do Oeste";"Pública";"4,2";"4,5"
"RN";2412005;"São Gonçalo do Amarante";"Estadual";"3";"4,8"
"RN";2412005;"São Gonçalo do Amarante";"Municipal";"3,6";"4,5"
"RN";2412005;"São Gonçalo do Amarante";"Pública";"3,5";"4,5"
"RN";2412104;"São João do Sabugi";"Estadual";"4,7";"4,8"
"RN";2412104;"São João do Sabugi";"Municipal";"4,2";"5,2"
"RN";2412104;"São João do Sabugi";"Pública";"4,7";"5"
"RN";2412203;"São José de Mipibu";"Estadual";"2,8";"4,3"
"RN";2412203;"São José de Mipibu";"Municipal";;"4,3"
"RN";2412203;"São José de Mipibu";"Pública";"2,8";"4,3"
"RN";2412302;"São José do Campestre";"Estadual";"4,8";"4,2"
"RN";2412302;"São José do Campestre";"Municipal";"3,5";"4,2"
"RN";2412302;"São José do Campestre";"Pública";"4";"4,2"
"RN";2412401;"São José do Seridó";"Municipal";;"4,9"
"RN";2412401;"São José do Seridó";"Pública";;"4,9"
"RN";2412500;"São Miguel";"Estadual";;"4,5"
"RN";2412500;"São Miguel";"Municipal";"4,4";"4,2"
"RN";2412500;"São Miguel";"Pública";"4,4";"4,3"
"RN";2412559;"São Miguel do Gostoso";"Municipal";"4,2";"4"
"RN";2412559;"São Miguel do Gostoso";"Pública";"4,2";"4"
"RN";2412609;"São Paulo do Potengi";"Estadual";"3,6";"4,4"
"RN";2412609;"São Paulo do Potengi";"Municipal";"2,9";"4,4"
"RN";2412609;"São Paulo do Potengi";"Pública";"3,3";"4,4"
"RN";2412708;"São Pedro";"Estadual";"3,4";"4,2"
"RN";2412708;"São Pedro";"Municipal";;"3,4"
"RN";2412708;"São Pedro";"Pública";;"4,2"
"RN";2412807;"São Rafael";"Estadual";;"4,2"
"RN";2412807;"São Rafael";"Municipal";"3,5";"4,4"
"RN";2412807;"São Rafael";"Pública";"2,9";"4,3"
"RN";2412906;"São Tomé";"Estadual";"3,5";"4,8"
"RN";2412906;"São Tomé";"Municipal";;"4,2"
"RN";2412906;"São Tomé";"Pública";"2,6";"4,4"
"RN";2413003;"São Vicente";"Estadual";"3,5";"5"
"RN";2413003;"São Vicente";"Municipal";;"4,2"
"RN";2413003;"São Vicente";"Pública";"3,4";"4,3"
"RN";2413102;"Senador Elói de Souza";"Municipal";;"4"
"RN";2413102;"Senador Elói de Souza";"Pública";;"4"
"RN";2413201;"Senador Georgino Avelino";"Municipal";"2,9";"4,2"
"RN";2413201;"Senador Georgino Avelino";"Pública";"2,9";"4,2"
"RN";2413300;"Serra de São Bento";"Estadual";;"4,7"
"RN";2413300;"Serra de São Bento";"Municipal";"3,7";"4"
"RN";2413300;"Serra de São Bento";"Pública";"3,6";"4,7"
"RN";2413359;"Serra do Mel";"Estadual";"2,1";"3,9"
"RN";2413359;"Serra do Mel";"Municipal";;"4,7"
"RN";2413359;"Serra do Mel";"Pública";"2,9";"3,9"
"RN";2413409;"Serra Negra do Norte";"Municipal";"4";"4,4"
"RN";2413409;"Serra Negra do Norte";"Pública";"4";"4,4"
"RN";2413508;"Serrinha";"Estadual";;"4,7"
"RN";2413508;"Serrinha";"Municipal";"3,6";"4"
"RN";2413508;"Serrinha";"Pública";"3,5";"4"
"RN";2413557;"Serrinha dos Pintos";"Estadual";;"4,6"
"RN";2413557;"Serrinha dos Pintos";"Municipal";"3,6";"4,3"
"RN";2413557;"Serrinha dos Pintos";"Pública";"3,6";"4,5"
"RN";2413607;"Severiano Melo";"Estadual";"4,7";"4,5"
"RN";2413607;"Severiano Melo";"Municipal";"4,4";"4,5"
"RN";2413607;"Severiano Melo";"Pública";"4,4";"4,5"
"RN";2413706;"Sítio Novo";"Municipal";"4,3";"4"
"RN";2413706;"Sítio Novo";"Pública";"4,3";"4,1"
"RN";2413805;"Taboleiro Grande";"Municipal";;"5,3"
"RN";2413805;"Taboleiro Grande";"Pública";;"5,3"
"RN";2413904;"Taipu";"Estadual";;"4,1"
"RN";2413904;"Taipu";"Municipal";"3";"3,5"
"RN";2413904;"Taipu";"Pública";"3,2";"4,1"
"RN";2414001;"Tangará";"Estadual";"3,8";"4,8"
"RN";2414001;"Tangará";"Municipal";"2,9";"4,4"
"RN";2414001;"Tangará";"Pública";"3,1";"4,6"
"RN";2414100;"Tenente Ananias";"Estadual";"3,7";"4,3"
"RN";2414100;"Tenente Ananias";"Municipal";"4";"3,7"
"RN";2414100;"Tenente Ananias";"Pública";"3,8";"4,3"
"RN";2414159;"Tenente Laurentino Cruz";"Municipal";"4";"5"
"RN";2414159;"Tenente Laurentino Cruz";"Pública";"4";"5"
"RN";2414209;"Tibau do Sul";"Estadual";;"4,8"
"RN";2414209;"Tibau do Sul";"Municipal";"3,8";"4,4"
"RN";2414209;"Tibau do Sul";"Pública";"3,8";"4,4"
"RN";2414308;"Timbaúba dos Batistas";"Municipal";"4,7";"4,5"
"RN";2414308;"Timbaúba dos Batistas";"Pública";"4,7";"4,5"
"RN";2414407;"Touros";"Estadual";"3,4";"4,3"
"RN";2414407;"Touros";"Municipal";"3";"4"
"RN";2414407;"Touros";"Pública";"3,1";"4,1"
"RN";2414456;"Triunfo Potiguar";"Estadual";;"3,8"
"RN";2414456;"Triunfo Potiguar";"Municipal";;"3,8"
"RN";2414456;"Triunfo Potiguar";"Pública";"3,3";"3,7"
"RN";2414506;"Umarizal";"Estadual";"3,4";"4,6"
"RN";2414506;"Umarizal";"Municipal";;"4,4"
"RN";2414506;"Umarizal";"Pública";"3,2";"4,5"
"RN";2414605;"Upanema";"Estadual";"4,4";"4,7"
"RN";2414605;"Upanema";"Municipal";;"4,1"
"RN";2414605;"Upanema";"Pública";"4,1";"4,4"
"RN";2414704;"Várzea";"Estadual";;"4,4"
"RN";2414704;"Várzea";"Municipal";;"4,3"
"RN";2414704;"Várzea";"Pública";"3,4";"4,2"
"RN";2414753;"Venha-Ver";"Municipal";"3,6";"4,8"
"RN";2414753;"Venha-Ver";"Pública";"3,6";"4,8"
"RN";2414803;"Vera Cruz";"Estadual";;"5,1"
"RN";2414803;"Vera Cruz";"Municipal";"3,1";"4,2"
"RN";2414803;"Vera Cruz";"Pública";"3,1";"4,3"
"RN";2414902;"Viçosa";"Municipal";"4,9";"4,4"
"RN";2414902;"Viçosa";"Pública";"4,9";"4,4"
"RN";2415008;"Vila Flor";"Estadual";;"3,2"
"RN";2415008;"Vila Flor";"Municipal";;"4,1"
"RN";2415008;"Vila Flor";"Pública";;"4,1"
"PB";2500106;"Água Branca";"Estadual";"3,8";"4,3"
"PB";2500106;"Água Branca";"Municipal";"5,8";"4,4"
"PB";2500106;"Água Branca";"Pública";"5,5";"4,5"
"PB";2500205;"Aguiar";"Estadual";"3,4";"4,9"
"PB";2500205;"Aguiar";"Municipal";"3,8";"4,7"
"PB";2500205;"Aguiar";"Pública";"3,6";"4,9"
"PB";2500304;"Alagoa Grande";"Estadual";"2,7";"4,5"
"PB";2500304;"Alagoa Grande";"Municipal";"3,9";"4,1"
"PB";2500304;"Alagoa Grande";"Pública";"3,1";"4,3"
"PB";2500403;"Alagoa Nova";"Estadual";"4,1";"4,5"
"PB";2500403;"Alagoa Nova";"Municipal";"2,7";"4,4"
"PB";2500403;"Alagoa Nova";"Pública";"3,7";"4,5"
"PB";2500502;"Alagoinha";"Estadual";"4,8";"4"
"PB";2500502;"Alagoinha";"Municipal";;"4,9"
"PB";2500502;"Alagoinha";"Pública";"3,8";"4,4"
"PB";2500536;"Alcantil";"Estadual";;"4,2"
"PB";2500536;"Alcantil";"Municipal";"3,9";"4,6"
"PB";2500536;"Alcantil";"Pública";"3,9";"4,5"
"PB";2500577;"Algodão de Jandaíra";"Municipal";"3,4";"4,3"
"PB";2500577;"Algodão de Jandaíra";"Pública";"3,4";"4,3"
"PB";2500601;"Alhandra";"Estadual";"4,1";"4,9"
"PB";2500601;"Alhandra";"Municipal";"3,2";"4,7"
"PB";2500601;"Alhandra";"Pública";"3,6";"4,8"
"PB";2500700;"São João do Rio do Peixe";"Estadual";"3,9";"4,2"
"PB";2500700;"São João do Rio do Peixe";"Municipal";"4";"4,6"
"PB";2500700;"São João do Rio do Peixe";"Pública";"4";"4,2"
"PB";2500734;"Amparo";"Municipal";"4,2";"4,6"
"PB";2500734;"Amparo";"Pública";"4,2";"4,6"
"PB";2500775;"Aparecida";"Estadual";"3,2";"4,1"
"PB";2500775;"Aparecida";"Municipal";"4,8";"4,5"
"PB";2500775;"Aparecida";"Pública";"4,3";"4,2"
"PB";2500809;"Araçagi";"Estadual";"3,9";"4,5"
"PB";2500809;"Araçagi";"Municipal";"3,4";"4"
"PB";2500809;"Araçagi";"Pública";"3,7";"4,1"
"PB";2500908;"Arara";"Estadual";;"4,1"
"PB";2500908;"Arara";"Municipal";"3,3";"4,1"
"PB";2500908;"Arara";"Pública";"3,3";"4,1"
"PB";2501005;"Araruna";"Estadual";;"4,8"
"PB";2501005;"Araruna";"Municipal";"3,2";"4,4"
"PB";2501005;"Araruna";"Pública";"3,4";"4,5"
"PB";2501104;"Areia";"Estadual";"3,4";"4,5"
"PB";2501104;"Areia";"Municipal";;
